,30-Jun-26,USD,,,,,,,,,,,,,,,,,,,
,Today,6/16/2026,,,,,,,,,,,,,,,,,,,
,,,,30-Jun-25,31-Jul-25,31-Aug-25,30-Sep-25,31-Oct-25,30-Nov-25,31-Dec-25,31-Jan-26,28-Feb-26,31-Mar-26,30-Apr-26,31-May-26,30-Jun-26,30-Jun-26,30-Jun-26,,,
No.,Club,Categories,,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,Target,MTD,Projection,% Target,MoM,YoY
,VTC,Chi phí lương - Hypoxi,Staffing - Hypoxi, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%,0%,0%
,VTC,Chi phí lương - Califresh,Staffing - CAA, 934 , 699 , 810 , 811 , 803 , 984 , 957 , 841 , 637 , 772 ," 1,275 "," 1,071 "," 1,344 ", 626 ," 1,173 ",87%,10%,26%
,VTC,Chi phí lương - Spa,Staffing - Spa, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%,0%,0%
,VTC,Chi phí lương - Yoga,Staffing - Yoga," 2,710 "," 2,393 "," 2,535 "," 2,530 "," 2,561 "," 2,541 "," 2,739 "," 2,562 "," 2,559 "," 2,496 "," 2,538 "," 2,499 "," 2,538 "," 1,343 "," 2,519 ",99%,1%,-7%
,VTC,Chi phí lương - GX,Staffing - GX, 838 ," 1,222 "," 1,006 "," 1,043 "," 1,014 "," 1,202 ", 994 , 967 ," 1,021 "," 1,061 "," 1,047 "," 1,029 "," 1,047 ", 554 ," 1,038 ",99%,1%,24%
,VTC,Chi phí lương - MS,Staffing - MS," 3,626 "," 4,033 "," 4,177 "," 4,252 "," 3,964 "," 4,042 "," 3,955 "," 4,056 "," 3,703 "," 3,991 "," 4,317 "," 4,154 "," 4,027 "," 2,259 "," 4,236 ",105%,2%,17%
,VTC,Chi phí lương - CMO,Staffing - CMO, 660 , 664 ," 1,072 "," 1,076 "," 1,096 "," 1,108 "," 1,115 "," 1,226 "," 1,170 "," 1,172 "," 1,076 "," 1,152 "," 1,076 ", 594 ," 1,114 ",104%,-3%,69%
,VTC,Chi phí cố định,Total Fixed cost," 15,130 "," 13,838 "," 14,748 "," 14,366 "," 15,469 "," 14,566 "," 14,978 "," 14,886 "," 11,602 "," 13,876 "," 15,641 "," 14,687 "," 14,592 "," 8,087 "," 15,164 ",104%,3%,0%
,VTC,Sửa chữa & bảo trì,Repair & maintenance," 1,133 ", (284), 706 , 890 ," 1,081 ", 509 , 912 ," 1,043 ", 514 ," 1,056 ", 502 , 427 , 584 , 248 , 464 ,80%,9%,-59%
,VTC,Vật tư tiêu hao,Supplies, 815 , 798 , 921 , 720 , 951 ," 1,169 "," 1,027 ", 368 , 486 , 675 ," 1,107 ", 868 , 885 , 527 , 988 ,112%,14%,21%
,VTC,Vật tư tiêu hao,Utilities," 5,072 "," 5,437 "," 5,158 "," 4,937 "," 5,517 "," 4,732 "," 5,032 "," 4,426 "," 3,340 "," 4,835 "," 5,344 "," 6,210 "," 5,180 "," 3,081 "," 5,777 ",112%,-7%,14%
,VTC,Chi phí chung khác,Other OH," 8,111 "," 7,887 "," 7,964 "," 7,819 "," 7,921 "," 8,157 "," 8,008 "," 9,048 "," 7,261 "," 7,309 "," 8,688 "," 7,182 "," 7,942 "," 4,232 "," 7,935 ",100%,10%,-2%
,VTC,Giặt khăn,Laundry Service, 660 , 633 , 666 , 622 , 726 , 813 , 607 , 634 , 399 , 657 , 565 , 664 , 614 , 328 , 614 ,100%,-7%,-7%
,VTC,Bảo vệ,Security, 482 , 465 , 478 , 478 , 464 , 479 , 464 , 520 , 580 , 469 , 389 , 347 , 368 , 196 , 368 ,100%,6%,-24%
,VTC,Vệ sinh,Cleaning_Center," 2,889 "," 2,878 "," 2,864 "," 2,861 "," 2,870 "," 2,864 "," 2,870 "," 2,972 "," 2,319 "," 2,984 "," 2,972 "," 2,975 "," 2,974 "," 1,586 "," 2,974 ",100%,0%,3%
,VTC,Khác,Others," 4,080 "," 3,910 "," 3,955 "," 3,859 "," 3,861 "," 4,000 "," 4,067 "," 4,922 "," 3,963 "," 3,200 "," 4,762 "," 3,196 "," 3,986 "," 2,122 "," 3,979 ",100%,24%,-2%
,VTC,Chi phí cố định - Thuê,Total Fixed cost-rental," 30,586 "," 30,777 "," 24,181 "," 24,270 "," 23,191 "," 24,138 "," 23,753 "," 24,125 "," 24,827 "," 24,225 "," 24,600 "," 24,148 "," 24,374 "," 12,999 "," 24,374 ",100%,1%,-20%
,VTC,Chi phí cố định - Khác,Total Fixed costs - Others, 794 , 842 , 745 , 825 , 733 ," 1,153 ", 871 , 924 ," 1,245 ", 711 , 623 , 691 , 657 , 351 , 657 ,100%,-5%,-17%
,VTC,TỔNG CHI PHÍ,TOTAL COST," 80,277 "," 79,805 "," 74,177 "," 73,962 "," 78,377 "," 72,786 "," 77,293 "," 68,737 "," 57,908 "," 67,910 "," 67,347 "," 67,399 "," 77,876 "," 36,496 "," 68,429 ",88%,2%,-15%
,VTC,,,,,,,,,,,,,,,,,,,,
,VTC,CASH EBITDA,," (37,582)"," (40,407)"," (43,391)"," (47,500)"," (26,231)"," (43,389)"," (38,634)"," (42,581)"," (42,155)"," (40,782)"," (48,414)"," (37,424)"," (24,876)"," (22,677)"," (42,520)",-39%,-15%,-25%
,VTC,CASH EBITDA MARGIN,,-88%,-103%,-141%,-180%,-50%,-148%,-100%,-163%,-268%,-150%,-256%,-125%,-47%,-164%,-164%,,,
,VTC,Staffing % Revenue,,42%,47%,67%,85%,38%,71%,55%,62%,108%,64%,94%,58%,31%,68%,68%,,,
,VTC,Fixed cost % Revenue,,35%,35%,48%,54%,30%,50%,39%,57%,74%,51%,83%,49%,28%,59%,59%,,,
,VTC,Fixed cost -Rental % Revenue,,72%,78%,79%,92%,44%,82%,61%,92%,158%,89%,130%,81%,46%,94%,94%,,,
,,,,,,,,,,,,,,,,,,,,,
27,MAC,Doanh thu NMS,NMS," 47,973 "," 34,251 "," 48,146 "," 38,049 "," 47,338 "," 28,164 "," 38,148 "," 26,338 "," 18,476 "," 28,351 "," 23,046 "," 17,914 ", -   ," 7,546 "," 14,148 ",0%,-21%,-71%
,MAC,Doanh thu PT,PT," 30,040 "," 29,202 "," 22,076 "," 25,361 "," 16,650 "," 18,957 "," 16,968 "," 20,344 "," 2,565 "," 26,419 "," 22,868 "," 15,426 ", -   ," 5,944 "," 11,145 ",0%,-28%,-63%
,MAC,Doanh thu Supplement,Supplement, 653 , 384 , 461 ," 1,134 "," 1,072 ", 377 , 330 , 141 , -   , 442 , 103 , 148 , -   , -   , -   ,0%,-100%,-100%
,MAC,Doanh thu Y&I,Y&I, -   , 496 ," 1,366 ", -   , -   ," 2,316 ", 335 , -   , -   , -   , -   , -   , -   , 526 , 986 ,0%,0%,0%
,MAC,Doanh thu Hypoxi,Hypoxi, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%,0%,0%
,MAC,Doanh thu VAS,VAS, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%,0%,0%
,MAC,Doanh thu Califresh & Retail,Califresh and Retail," 2,722 "," 2,670 "," 3,184 "," 2,536 "," 2,747 ", 883 ," 2,496 "," 1,572 "," 1,072 "," 2,185 "," 2,461 "," 1,626 ", -   ," 1,040 "," 1,949 ",0%,20%,-28%
,MAC,TỔNG DOANH THU,TOTAL REVENUE," 81,389 "," 67,003 "," 75,232 "," 67,080 "," 67,808 "," 50,697 "," 58,276 "," 48,394 "," 22,114 "," 57,397 "," 48,478 "," 35,114 "," 84,000 "," 15,055 "," 28,229 ",34%,-20%,-65%
,MAC,,,,,,,,,,,,,,,,,,,,
,MAC,Chi phí biến đổi theo doanh thu,Total Variable Cost," 27,471 "," 20,873 "," 23,970 "," 24,077 "," 24,969 "," 21,677 "," 19,078 "," 17,719 "," 6,404 "," 20,302 "," 17,841 "," 13,574 "," 29,844 "," 5,349 "," 10,029 ",34%,-26%,-63%
,MAC,Chi phí lương,Total Staffing cost," 18,926 "," 19,314 "," 19,708 "," 20,669 "," 22,094 "," 20,339 "," 23,318 "," 22,978 "," 22,245 "," 20,912 "," 20,099 "," 19,960 "," 18,775 "," 10,682 "," 20,029 ",107%,0%,6%
,MAC,Chi phí lương - NMS,Staffing - NMS," 5,148 "," 6,566 "," 6,328 "," 6,907 "," 7,257 "," 6,596 "," 8,302 "," 8,092 "," 7,088 "," 6,980 "," 6,006 "," 6,032 "," 5,065 "," 3,210 "," 6,019 ",119%,0%,17%
,MAC,Chi phí lương - PT,Staffing - PT," 4,899 "," 4,373 "," 5,101 "," 5,149 "," 6,111 "," 4,765 "," 6,996 "," 6,770 "," 7,356 "," 5,711 "," 5,784 "," 5,652 "," 5,492 "," 3,050 "," 5,718 ",104%,1%,17%
,MAC,Chi phí lương - Hypoxi,Staffing - Hypoxi, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%,0%,0%
,MAC,Chi phí lương - Califresh,Staffing - CAA, 723 , 649 , 692 , 869 , 915 , 911 , 859 , 759 , 620 , 832 , 836 , 865 , 905 , 454 , 851 ,94%,-2%,18%
,MAC,Chi phí lương - Spa,Staffing - Spa, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%,0%,0%
,MAC,Chi phí lương - Yoga,Staffing - Yoga," 2,838 "," 2,523 "," 2,684 "," 2,707 "," 2,754 "," 2,767 "," 1,936 "," 1,615 "," 1,654 "," 1,650 "," 1,626 "," 1,708 "," 1,626 ", 889 ," 1,667 ",103%,-2%,-41%
,MAC,Chi phí lương - GX,Staffing - GX, 406 , 346 , 348 , 337 , 345 , 401 , 413 , 426 , 480 , 426 , 457 , 462 , 457 , 245 , 460 ,101%,-1%,13%
,MAC,Chi phí lương - MS,Staffing - MS," 4,179 "," 4,143 "," 4,033 "," 4,135 "," 4,105 "," 4,103 "," 3,979 "," 4,365 "," 4,084 "," 4,401 "," 4,750 "," 4,611 "," 4,589 "," 2,496 "," 4,680 ",102%,1%,12%
,MAC,Chi phí lương - CMO,Staffing - CMO, 734 , 714 , 522 , 563 , 608 , 797 , 834 , 950 , 962 , 911 , 641 , 629 , 641 , 339 , 635 ,99%,1%,-13%
,MAC,Chi phí cố định,Total Fixed cost," 13,280 "," 13,637 "," 15,505 "," 13,940 "," 14,631 "," 13,628 "," 13,570 "," 14,017 "," 12,993 "," 14,042 "," 16,040 "," 14,447 "," 14,225 "," 8,130 "," 15,244 ",107%,6%,15%
,MAC,Sửa chữa & bảo trì,Repair & maintenance, (57), 432 ," 1,473 ", 642 , 896 , 682 , 269 , 428 , 403 , 819 , 827 , 348 , 510 , 313 , 588 ,115%,69%,-1132%
,MAC,Vật tư tiêu hao,Supplies, 898 ," 1,034 "," 1,081 "," 1,086 "," 1,400 "," 1,381 "," 1,292 "," 1,218 ", 971 ," 1,156 ", 952 ," 1,118 "," 1,143 ", 552 ," 1,035 ",91%,-7%,15%
,MAC,Vật tư tiêu hao,Utilities," 7,095 "," 6,716 "," 7,088 "," 6,649 "," 6,533 "," 6,385 "," 6,385 "," 6,335 "," 5,103 "," 6,243 "," 7,555 "," 6,777 "," 6,739 "," 3,822 "," 7,166 ",106%,6%,1%
,MAC,Chi phí chung khác,Other OH," 5,345 "," 5,455 "," 5,862 "," 5,563 "," 5,802 "," 5,181 "," 5,623 "," 6,037 "," 6,516 "," 5,824 "," 6,706 "," 6,204 "," 5,834 "," 3,443 "," 6,455 ",111%,4%,21%
,MAC,Giặt khăn,Laundry Service," 1,265 "," 1,366 "," 1,740 "," 1,469 "," 1,484 "," 1,315 "," 1,342 "," 1,374 "," 1,009 "," 1,004 "," 1,475 "," 1,358 "," 1,416 ", 755 ," 1,416 ",100%,4%,12%
,MAC,Bảo vệ,Security, 567 , 547 , 563 , 580 , 546 , 564 , 546 , 585 , 752 , 511 , 355 , 373 , 364 , 194 , 364 ,100%,-2%,-36%
,MAC,Vệ sinh,Cleaning_Center," 2,176 "," 2,238 "," 2,233 "," 2,221 "," 2,217 "," 2,486 "," 2,493 "," 2,949 "," 3,058 "," 3,035 "," 3,019 "," 3,003 "," 3,011 "," 1,606 "," 3,011 ",100%,0%,38%
,MAC,Khác,Others," 1,336 "," 1,305 "," 1,327 "," 1,293 "," 1,555 ", 816 ," 1,243 "," 1,128 "," 1,697 "," 1,274 "," 1,857 "," 1,471 "," 1,043 ", 887 ," 1,664 ",160%,13%,25%
,MAC,Chi phí cố định - Thuê,Total Fixed cost-rental," 19,819 "," 21,116 "," 21,007 "," 23,675 "," 23,668 "," 24,366 "," 24,064 "," 24,013 "," 25,594 "," 23,906 "," 24,379 "," 24,962 "," 24,670 "," 13,158 "," 24,670 ",100%,-1%,24%
,MAC,Chi phí cố định - Khác,Total Fixed costs - Others," 1,413 "," 1,532 "," 1,397 "," 1,676 "," 1,421 "," 1,523 "," 1,433 "," 1,597 "," 1,743 "," 1,297 "," 1,110 "," 1,022 "," 1,066 ", 569 ," 1,066 ",100%,4%,-25%
,MAC,TỔNG CHI PHÍ,TOTAL COST," 80,909 "," 76,472 "," 81,587 "," 84,037 "," 86,784 "," 81,534 "," 81,463 "," 80,325 "," 68,979 "," 80,459 "," 79,469 "," 73,966 "," 88,580 "," 37,887 "," 71,039 ",80%,-4%,-12%
,MAC,,,,,,,,,,,,,,,,,,,,
,MAC,CASH EBITDA,, 480 ," (9,469)"," (6,355)"," (16,957)"," (18,977)"," (30,837)"," (23,186)"," (31,930)"," (46,865)"," (23,062)"," (30,991)"," (38,852)"," (4,580)"," (22,832)"," (42,810)",-47%,-16%,-53%
,MAC,CASH EBITDA MARGIN,,1%,-14%,-8%,-25%,-28%,-61%,-40%,-66%,-212%,-40%,-64%,-111%,-5%,-152%,-152%,,,
,MAC,Staffing % Revenue,,23%,29%,26%,31%,33%,40%,40%,47%,101%,36%,41%,57%,22%,71%,71%,,,
,MAC,Fixed cost % Revenue,,16%,20%,21%,21%,22%,27%,23%,29%,59%,24%,33%,41%,17%,54%,54%,,,
,MAC,Fixed cost -Rental % Revenue,,24%,32%,28%,35%,35%,48%,41%,50%,116%,42%,50%,71%,29%,87%,87%,,,
,,,,,,,,,,,,,,,,,,,,,
28,AMU,Doanh thu NMS,NMS," 40,861 "," 40,520 "," 24,555 "," 27,473 "," 17,536 "," 17,694 "," 24,276 "," 23,384 "," 15,352 "," 34,155 "," 32,385 "," 19,284 "," 40,000 "," 11,866 "," 22,248 ",56%,15%,-46%
,AMU,Doanh thu PT,PT," 17,287 "," 28,250 "," 25,812 "," 12,719 "," 34,452 "," 16,308 "," 44,811 "," 15,951 "," 4,342 "," 13,569 "," 14,791 "," 27,231 "," 63,000 "," 6,759 "," 12,674 ",20%,-53%,-27%
,AMU,Doanh thu Supplement,Supplement, 683 , 670 , 269 , 478 , 721 , 350 ," 1,016 ", 127 , -   , 479 , 484 , 309 ," 1,500 ", 15 , 29 ,2%,-91%,-96%
,AMU,Doanh thu Y&I,Y&I, -   , -   , -   , 240 , -   , -   , -   , 266 , 257 , -   , 606 , 13 , -   , -   , -   ,0%,-100%,0%
,AMU,Doanh thu Hypoxi,Hypoxi, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%,0%,0%
,AMU,Doanh thu VAS,VAS, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%,0%,0%
,AMU,Doanh thu Califresh & Retail,Califresh and Retail," 3,100 "," 3,507 "," 3,200 "," 3,462 "," 3,355 "," 3,452 "," 3,175 "," 2,848 "," 1,620 "," 1,781 "," 2,086 "," 1,378 "," 3,700 ", 870 ," 1,631 ",44%,18%,-47%
,AMU,TỔNG DOANH THU,TOTAL REVENUE," 61,931 "," 72,947 "," 53,837 "," 44,372 "," 56,064 "," 37,804 "," 73,278 "," 42,576 "," 21,571 "," 49,984 "," 50,352 "," 48,216 "," 90,000 "," 19,511 "," 36,582 ",41%,-24%,-41%
,AMU,,,,,,,,,,,,,,,,,,,,
,AMU,Chi phí biến đổi theo doanh thu,Total Variable Cost," 19,157 "," 23,495 "," 18,788 "," 16,360 "," 21,673 "," 16,671 "," 24,805 "," 15,314 "," 5,957 "," 18,464 "," 18,539 "," 16,727 "," 31,862 "," 6,907 "," 12,951 ",41%,-23%,-32%
,AMU,Chi phí lương,Total Staffing cost," 20,138 "," 20,018 "," 21,458 "," 23,987 "," 21,872 "," 22,979 "," 21,594 "," 21,809 "," 20,531 "," 19,531 "," 20,895 "," 23,569 "," 18,706 "," 11,857 "," 22,232 ",119%,-6%,10%
,AMU,Chi phí lương - NMS,Staffing - NMS," 6,867 "," 6,728 "," 7,292 "," 8,335 "," 7,070 "," 7,421 "," 6,546 "," 5,706 "," 5,892 "," 5,254 "," 5,767 "," 5,414 "," 4,375 "," 2,982 "," 5,591 ",128%,3%,-19%
,AMU,Chi phí lương - PT,Staffing - PT," 6,038 "," 5,669 "," 6,053 "," 6,787 "," 6,305 "," 7,417 "," 7,146 "," 7,627 "," 7,291 "," 6,515 "," 6,791 "," 10,037 "," 6,102 "," 4,487 "," 8,414 ",138%,-16%,39%
,AMU,Chi phí lương - Hypoxi,Staffing - Hypoxi, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%,0%,0%
,AMU,Chi phí lương - Califresh,Staffing - CAA, 815 , 924 ," 1,032 "," 1,223 "," 1,130 "," 1,017 "," 1,041 "," 1,224 ", 839 ," 1,057 "," 1,151 ", 745 ," 1,220 ", 506 , 948 ,78%,27%,16%
,AMU,Chi phí lương - Spa,Staffing - Spa, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%,0%,0%
,AMU,Chi phí lương - Yoga,Staffing - Yoga," 1,454 "," 1,329 "," 1,301 "," 1,400 "," 1,391 "," 1,383 "," 1,627 "," 1,405 "," 1,401 "," 1,403 "," 1,375 "," 1,386 "," 1,375 ", 736 ," 1,380 ",100%,0%,-5%
,AMU,Chi phí lương - GX,Staffing - GX, 426 , 532 , 546 , 567 , 657 , 445 , 425 , 521 , 484 , 235 , 297 , 182 , 297 , 128 , 239 ,81%,32%,-44%
,AMU,Chi phí lương - MS,Staffing - MS," 3,978 "," 4,272 "," 4,514 "," 4,895 "," 4,542 "," 4,494 "," 4,009 "," 4,442 "," 3,787 "," 4,243 "," 4,740 "," 5,018 "," 4,563 "," 2,602 "," 4,879 ",107%,-3%,23%
,AMU,Chi phí lương - CMO,Staffing - CMO, 560 , 563 , 721 , 779 , 777 , 802 , 800 , 884 , 837 , 825 , 773 , 788 , 773 , 416 , 780 ,101%,-1%,39%
,AMU,Chi phí cố định,Total Fixed cost," 12,685 "," 12,723 "," 13,276 "," 13,080 "," 13,241 "," 12,807 "," 12,183 "," 13,908 "," 11,484 "," 12,447 "," 13,592 "," 14,127 "," 13,294 "," 7,392 "," 13,859 ",104%,-2%,9%
,AMU,Sửa chữa & bảo trì,Repair & maintenance, 495 , 439 , 995 ," 1,064 ", 473 , 512 , 455 , 302 , 389 , 658 , 400 , 445 ," 1,000 ", 225 , 422 ,42%,-5%,-15%
,AMU,Vật tư tiêu hao,Supplies," 1,230 "," 1,261 "," 1,164 "," 1,079 "," 1,170 "," 1,166 "," 1,240 ", 951 , 786 , 876 ," 1,057 "," 1,662 "," 1,121 ", 725 ," 1,359 ",121%,-18%,11%
,AMU,Vật tư tiêu hao,Utilities," 5,346 "," 4,906 "," 5,163 "," 5,199 "," 5,540 "," 4,944 "," 4,733 "," 6,395 "," 4,434 "," 4,950 "," 6,091 "," 6,120 "," 5,226 "," 3,256 "," 6,105 ",117%,0%,14%
,AMU,Chi phí chung khác,Other OH," 5,614 "," 6,117 "," 5,954 "," 5,738 "," 6,057 "," 6,185 "," 5,756 "," 6,260 "," 5,875 "," 5,963 "," 6,044 "," 5,900 "," 5,947 "," 3,185 "," 5,972 ",100%,1%,6%
,AMU,Giặt khăn,Laundry Service," 1,479 "," 1,436 "," 1,525 "," 1,489 "," 1,468 "," 1,484 "," 1,437 "," 1,515 ", 973 ," 1,338 "," 1,572 "," 1,497 "," 1,535 ", 818 ," 1,535 ",100%,3%,4%
,AMU,Bảo vệ,Security, 532 ," 1,061 ", 804 , 787 , 787 , 813 , 474 ," 1,140 ", 659 , 755 , 449 , 425 , 437 , 233 , 437 ,100%,3%,-18%
,AMU,Vệ sinh,Cleaning_Center," 2,573 "," 2,561 "," 2,531 "," 2,549 "," 2,543 "," 2,867 "," 2,873 "," 2,661 "," 2,745 "," 2,736 "," 2,812 "," 2,737 "," 2,775 "," 1,480 "," 2,775 ",100%,1%,8%
,AMU,Khác,Others," 1,030 "," 1,059 "," 1,094 ", 914 ," 1,259 "," 1,020 ", 972 , 943 ," 1,498 "," 1,135 "," 1,211 "," 1,241 "," 1,201 ", 654 ," 1,226 ",102%,-1%,19%
,AMU,Chi phí cố định - Thuê,Total Fixed cost-rental," 12,364 "," 12,046 "," 13,098 "," 13,502 "," 14,068 "," 14,811 "," 13,339 "," 14,561 "," 15,169 "," 14,177 "," 14,291 "," 14,425 "," 14,358 "," 7,658 "," 14,358 ",100%,0%,16%
,AMU,Chi phí cố định - Khác,Total Fixed costs - Others," 1,195 "," 1,201 "," 1,198 "," 1,158 ", 946 ," 1,190 "," 1,001 "," 1,261 "," 1,498 "," 1,034 "," 1,078 "," 1,111 "," 1,094 ", 584 ," 1,094 ",100%,-1%,-8%
,AMU,TỔNG CHI PHÍ,TOTAL COST," 65,539 "," 69,484 "," 67,819 "," 68,088 "," 71,800 "," 68,458 "," 72,921 "," 66,853 "," 54,639 "," 65,652 "," 68,395 "," 69,958 "," 79,315 "," 34,397 "," 64,495 ",81%,-8%,-2%
,AMU,,,,,,,,,,,,,,,,,,,,
,AMU,CASH EBITDA,," (3,608)"," 3,463 "," (13,982)"," (23,716)"," (15,736)"," (30,654)", 357 ," (24,277)"," (33,068)"," (15,668)"," (18,043)"," (21,742)"," 10,685 "," (14,887)"," (27,913)",-41%,-16%,-39%
,AMU,CASH EBITDA MARGIN,,-6%,5%,-26%,-53%,-28%,-81%,0%,-57%,-153%,-31%,-36%,-45%,12%,-76%,-76%,,,
,AMU,Staffing % Revenue,,33%,27%,40%,54%,39%,61%,29%,51%,95%,39%,41%,49%,21%,61%,61%,,,
,AMU,Fixed cost % Revenue,,20%,17%,25%,29%,24%,34%,17%,33%,53%,25%,27%,29%,15%,38%,38%,,,
,AMU,Fixed cost -Rental % Revenue,,20%,17%,24%,30%,25%,39%,18%,34%,70%,28%,28%,30%,16%,39%,39%,,,
,,,,,,,,,,,,,,,,,,,,,
29,VSC,Doanh thu NMS,NMS," 52,083 "," 43,973 "," 42,888 "," 33,712 "," 35,756 "," 39,896 "," 58,850 "," 37,314 "," 18,786 "," 35,814 "," 25,246 "," 30,599 "," 39,000 "," 11,289 "," 21,167 ",54%,-31%,-59%
,VSC,Doanh thu PT,PT," 66,849 "," 80,092 "," 51,633 "," 59,036 "," 36,485 "," 52,640 "," 46,772 "," 58,306 "," 10,465 "," 57,824 "," 48,977 "," 56,414 "," 71,500 "," 18,337 "," 34,381 ",48%,-39%,-49%
,VSC,Doanh thu Supplement,Supplement," 1,400 "," 4,466 "," 1,763 "," 1,682 "," 3,692 ", 806 , 895 , 609 , -   , 631 , 518 , 589 ," 3,500 ", 49 , 92 ,3%,-84%,-93%
,VSC,Doanh thu Y&I,Y&I, -   ," 3,636 ", -   , -   ," 1,945 ", -   ," 2,044 ", -   , -   , -   , 889 , 273 ," 6,000 ", -   , -   ,0%,-100%,0%
,VSC,Doanh thu Hypoxi,Hypoxi, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 3,500 ", -   , -   ,0%,0%,0%
,VSC,Doanh thu VAS,VAS, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%,0%,0%
,VSC,Doanh thu Califresh & Retail,Califresh and Retail," 3,693 "," 1,859 "," 4,113 "," 2,281 "," 3,373 "," 2,341 "," 3,409 "," 2,094 ", 805 ," 2,695 "," 2,391 "," 2,249 "," 3,462 "," 1,127 "," 2,113 ",61%,-6%,-43%
,VSC,TỔNG DOANH THU,TOTAL REVENUE," 124,025 "," 134,025 "," 100,397 "," 96,712 "," 81,250 "," 95,683 "," 111,969 "," 98,322 "," 30,056 "," 96,964 "," 78,020 "," 90,123 "," 120,000 "," 30,802 "," 57,753 ",48%,-36%,-53%
,VSC,,,,,,,,,,,,,,,,,,,,
,VSC,Chi phí biến đổi theo doanh thu,Total Variable Cost," 35,697 "," 43,080 "," 27,451 "," 27,949 "," 26,913 "," 28,819 "," 28,206 "," 28,935 "," 3,953 "," 29,512 "," 24,025 "," 24,039 "," 33,664 "," 8,641 "," 16,202 ",48%,-33%,-55%
,VSC,Chi phí lương,Total Staffing cost," 24,690 "," 23,493 "," 24,036 "," 24,599 "," 23,718 "," 22,993 "," 24,097 "," 24,578 "," 23,273 "," 25,171 "," 22,048 "," 22,741 "," 20,699 "," 11,944 "," 22,394 ",108%,-2%,-9%
,VSC,Chi phí lương - NMS,Staffing - NMS," 6,973 "," 7,638 "," 8,031 "," 7,995 "," 5,856 "," 5,359 "," 7,178 "," 6,392 "," 5,907 "," 7,365 "," 4,280 "," 4,526 "," 3,339 "," 2,349 "," 4,403 ",132%,-3%,-37%
,VSC,Chi phí lương - PT,Staffing - PT," 8,054 "," 6,378 "," 6,449 "," 6,557 "," 8,020 "," 7,956 "," 7,913 "," 8,241 "," 8,412 "," 8,034 "," 7,654 "," 7,816 "," 7,362 "," 4,125 "," 7,735 ",105%,-1%,-4%
,VSC,Chi phí lương - Hypoxi,Staffing - Hypoxi, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%,0%,0%
,VSC,Chi phí lương - Califresh,Staffing - CAA, 837 , 888 , 786 , 864 , 832 , 819 , 885 , 871 , 725 , 726 , 936 ," 1,028 "," 1,005 ", 524 , 982 ,98%,-4%,17%
,VSC,Chi phí lương - Spa,Staffing - Spa, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%,0%,0%
,VSC,Chi phí lương - Yoga,Staffing - Yoga," 2,702 "," 2,375 "," 2,534 "," 2,489 "," 2,542 "," 2,537 "," 1,514 "," 2,348 "," 1,825 "," 2,402 "," 2,536 "," 2,522 "," 2,536 "," 1,349 "," 2,529 ",100%,0%,-6%
,VSC,Chi phí lương - GX,Staffing - GX, 474 , 408 , 381 , 394 , 436 , 454 , 428 , 491 , 484 , 418 , 444 , 406 , 444 , 227 , 425 ,96%,5%,-10%
,VSC,Chi phí lương - MS,Staffing - MS," 4,992 "," 5,134 "," 5,135 "," 5,573 "," 5,301 "," 5,133 "," 5,429 "," 5,426 "," 5,110 "," 5,404 "," 5,405 "," 5,643 "," 5,220 "," 2,946 "," 5,524 ",106%,-2%,11%
,VSC,Chi phí lương - CMO,Staffing - CMO, 657 , 671 , 721 , 729 , 732 , 735 , 751 , 809 , 810 , 822 , 792 , 799 , 792 , 424 , 796 ,100%,0%,21%
,VSC,Chi phí cố định,Total Fixed cost," 13,678 "," 13,391 "," 14,923 "," 13,072 "," 14,016 "," 14,456 "," 14,539 "," 15,855 "," 14,016 "," 14,547 "," 15,326 "," 14,143 "," 14,301 "," 7,858 "," 14,735 ",103%,4%,8%
,VSC,Sửa chữa & bảo trì,Repair & maintenance, 14 , 656 ," 1,801 ", 256 , 639 , 528 , 233 , 588 , 567 , 735 , 642 , 392 , 750 , 276 , 517 ,69%,32%,3642%
